#{"t_start": 1595955243.0700357, "env_id": "lowthrust-v0"}
r,l,t
-41.458794,40,21.338002
-55.701944,40,21.505161
-30.853146,40,21.5356
-26.743233,40,21.565523
-45.892203,40,21.594537
-85.539592,40,21.755105
-42.08072,40,21.784983
-11.210402,40,21.815205
-53.055941,40,21.845127
-26.865618,40,22.008473
-96.394729,40,22.039492
-79.037209,40,22.069553
-12.759226,40,22.098502
-34.717824,40,22.262289
-58.609456,40,22.292807
-67.492097,40,22.32287
-16.806452,40,22.35212
-7.24017,40,22.51547
-81.483276,40,22.547013
-23.525266,40,22.576809
-40.234274,40,22.605757
-86.219404,40,22.769891
-44.158131,40,22.799866
-15.862738,40,22.830522
-81.845736,40,22.860143
-25.511058,40,23.033043
-16.225706,40,23.063522
-74.587864,40,23.094563
-82.663862,40,23.124223
-55.830052,40,23.287664
-34.983507,40,23.318201
-71.040583,40,23.347767
-18.829993,40,23.377319
-34.101659,40,23.543432
-22.259243,40,23.57558
-17.680799,40,23.604774
-30.647574,40,23.633554
-15.604291,40,23.80024
-11.651692,40,23.830496
-36.878309,40,23.861385
-38.173112,40,23.890376
-10.602647,40,24.060215
-51.405908,40,24.0899
-24.533928,40,24.119249
-24.460128,40,24.148775
-16.432783,40,24.309429
-15.537658,40,24.340129
-11.576183,40,24.371332
-52.926045,40,24.402797
-38.766329,40,24.564434
-17.582055,40,24.594161
-48.716156,40,24.622861
-11.395671,40,24.652711
-50.712772,40,24.822526
-40.969389,40,24.852591
-29.536389,40,24.882493
-43.736492,40,24.912684
-12.843799,40,25.074204
-26.062421,40,25.104297
-67.405326,40,25.135307
-24.635413,40,25.165158
-48.980704,40,25.325748
-14.912316,40,25.355562
-13.627446,40,25.384819
-22.260844,40,25.41572
-15.875036,40,25.578824
-9.396696,40,25.608462
-37.172604,40,25.63881
-8.978812,40,25.668056
-36.326399,40,25.835269
-11.609103,40,25.866048
-15.752554,40,25.896232
-18.085775,40,25.926246
-9.781621,40,26.094221
-9.068384,40,26.125246
-12.019332,40,26.15502
-12.665107,40,26.18437
-54.650716,40,26.345512
-24.280072,40,26.375597
-37.450342,40,26.404899
-24.46152,40,26.434412
-11.958231,40,26.59865
-17.425851,40,26.63022
-9.153892,40,26.660546
-14.834032,40,26.688721
-13.453463,40,26.849521
-30.911091,40,26.879974
-23.650016,40,26.910511
-19.173433,40,26.940326
-19.20751,40,27.102424
-23.96961,40,27.132443
-26.96187,40,27.162419
-14.308858,40,27.191517
-12.100873,40,27.352975
-28.316001,40,27.384067
-20.521039,40,27.414491
-30.12211,40,27.443977
-9.913349,40,27.609796
-9.122095,40,27.640775
-15.909633,40,27.670557
-11.806969,40,27.699902
-10.436445,40,27.867129
-8.935206,40,27.898086
-20.916936,40,27.928952
-11.562583,40,27.958646
-8.878193,40,28.120955
-9.205385,40,28.15171
-14.314636,40,28.181037
-11.971215,40,28.2101
-10.751437,40,28.370513
-14.811276,40,28.401089
-19.018873,40,28.431504
-9.082685,40,28.46095
-11.703083,40,28.621679
-15.000526,40,28.651253
-13.740554,40,28.67992
-13.222712,40,28.70929
-9.737385,40,28.871338
-13.714582,40,28.901439
-7.213409,40,28.930482
-22.276818,40,28.959552
-33.078346,40,29.125001
-13.489077,40,29.156161
-23.501118,40,29.185128
-33.562417,40,29.214435
-17.777907,40,29.377677
-11.220555,40,29.407609
-8.066861,40,29.437002
-19.117368,40,29.466074
-19.141077,40,29.629718
-7.019266,40,29.660676
-10.046581,40,29.690739
-8.586875,40,29.719799
-9.708893,40,29.887923
-11.135686,40,29.918127
-12.443984,40,29.948156
-11.12517,40,29.977498
-11.352533,40,30.143456
-11.615697,40,30.173119
-11.053298,40,30.201979
-15.575097,40,30.232667
-7.25202,40,30.393625
-13.634612,40,30.424402
-11.822574,40,30.453199
-44.82752,40,30.482169
-8.627525,40,30.649188
-10.061867,40,30.679708
-9.983157,40,30.709311
-12.896514,40,30.739166
-8.540558,40,30.900149
-12.057475,40,30.931137
-18.500339,40,30.960817
-7.636325,40,30.990148
-10.047526,40,31.157372
-30.191371,40,31.187622
-23.799507,40,31.216451
-12.672835,40,31.24555
-10.651482,40,31.416176
-13.852031,40,31.446978
-9.005392,40,31.476139
-9.829236,40,31.505847
-13.550183,40,31.666958
-8.671752,40,31.69713
-7.63412,40,31.72649
-6.198145,40,31.755998
-7.220698,40,31.923844
-8.334708,40,31.954416
-16.117829,40,31.983166
-28.436274,40,32.012342
-6.238702,40,32.175851
-7.390869,40,32.206075
-11.650106,40,32.23597
-5.246256,40,32.26514
-7.49154,40,32.431215
-7.651536,40,32.461722
-7.165106,40,32.492333
-15.54108,40,32.521707
-11.162631,40,32.682613
-11.460117,40,32.713241
-16.906534,40,32.743398
-9.134705,40,32.773053
-9.399926,40,32.942191
-10.183393,40,32.97287
-7.820308,40,33.002842
-5.22318,40,33.03158
-8.077719,40,33.193775
-13.349777,40,33.224588
-12.036945,40,33.254792
-7.373617,40,33.283774
-7.56603,40,33.446521
-10.033175,40,33.47772
-15.470917,40,33.507475
-9.356729,40,33.536756
-13.380505,40,33.699096
-7.354085,40,33.729509
-5.391549,40,33.759239
-28.872022,40,33.788363
-9.059245,40,33.949383
-12.053212,40,33.980536
-7.580945,40,34.01067
-8.712861,40,34.039353
-7.480446,40,34.210201
-12.005346,40,34.242378
-6.133526,40,34.275009
-11.913759,40,34.307156
-6.394952,40,34.478331
-6.417386,40,34.508363
-7.448905,40,34.538643
-6.537639,40,34.568474
-15.911513,40,34.730523
-8.070164,40,34.760728
-11.104467,40,34.790127
-5.896201,40,34.819442
-10.557305,40,34.980485
-9.283861,40,35.00984
-12.836366,40,35.039025
-9.087123,40,35.06869
-8.159799,40,35.230948
-7.594601,40,35.260302
-6.182914,40,35.289426
-13.611231,40,35.318546
-14.704838,40,35.481662
-7.860307,40,35.512736
-11.085351,40,35.543326
-11.409291,40,35.573127
-9.07153,40,35.736516
-6.860643,40,35.766829
-4.826583,40,35.797211
-11.559249,40,35.826918
-9.178153,40,35.992089
-6.962398,40,36.022941
-7.222014,40,36.052617
-7.2127,40,36.082366
-9.800775,40,36.24475
-7.679916,40,36.274921
-9.489694,40,36.305363
-8.248596,40,36.334701
-9.160779,40,36.498535
-7.449584,40,36.529492
-5.249482,40,36.559586
-10.177429,40,36.588678
-5.107312,40,36.762319
-6.903509,40,36.792715
-7.333501,40,36.822548
-10.069783,40,36.852351
-7.841159,40,37.014637
-6.110769,40,37.044982
-5.663643,40,37.07542
-8.352485,40,37.105032
-9.074303,40,37.271281
-11.351847,40,37.301545
-8.762561,40,37.332101
-8.372512,40,37.362454
-9.19783,40,37.524195
-13.440418,40,37.554695
-6.242295,40,37.58385
-11.0011,40,37.612973
-13.456463,40,37.7794
-5.874879,40,37.810476
-8.401349,40,37.841286
-4.391947,40,37.872464
-9.048588,40,38.034413
-19.743859,40,38.064508
-14.783052,40,38.094776
-6.877346,40,38.124894
-6.256126,40,38.292437
-6.708194,40,38.322697
-7.835414,40,38.352937
-18.830598,40,38.382707
-9.960032,40,38.545675
-5.77608,40,38.576108
-7.203952,40,38.605662
-10.780051,40,38.635956
-4.876703,40,38.802389
-4.712659,40,38.833348
-7.916147,40,38.86373
-5.537354,40,38.893104
-13.520978,40,39.060846
-14.755534,40,39.091757
-5.444644,40,39.121783
-13.553659,40,39.150792
-10.367402,40,39.312897
-7.114559,40,39.343868
-6.811772,40,39.372839
-4.558162,40,39.401641
-7.296837,40,39.566132
-7.049375,40,39.595755
-6.034889,40,39.626103
-10.146906,40,39.655216
-9.076081,40,39.824672
-5.53323,40,39.860687
-12.394568,40,39.89508
-4.599471,40,39.927988
-9.413781,40,40.092097
-7.523351,40,40.126222
-8.281649,40,40.159787
-6.75539,40,40.194024
-6.751484,40,40.355878
-4.621695,40,40.386325
-4.748648,40,40.41673
-5.404269,40,40.446966
-8.774538,40,40.608229
-4.632063,40,40.639531
-6.206379,40,40.670325
-7.171097,40,40.699093
-5.834416,40,40.861395
-11.487252,40,40.892288
-12.960469,40,40.921489
-6.61617,40,40.955077
-7.357712,40,41.125471
-4.968904,40,41.159872
-11.021807,40,41.193097
-6.619471,40,41.225188
-7.551201,40,41.388571
-6.403912,40,41.419422
-6.253507,40,41.449307
-3.970613,40,41.479167
-5.1731,40,41.640304
-4.277268,40,41.670246
-16.065979,40,41.700071
-11.958779,40,41.729427
-10.070721,40,41.893552
-4.763184,40,41.923847
-5.780805,40,41.953386
-3.872684,40,41.982656
-4.534568,40,42.146518
-4.471635,40,42.177962
-8.511728,40,42.208035
-5.01963,40,42.237095
-4.180409,40,42.4132
-8.447439,40,42.444484
-3.046286,40,42.474125
-9.394062,40,42.504841
-4.115804,40,42.668145
-7.427966,40,42.698337
-4.065466,40,42.728304
-3.309041,40,42.757772
-6.521157,40,42.92425
-8.173663,40,42.955251
-6.683697,40,42.985486
-6.662324,40,43.014076
-6.271078,40,43.174327
-4.99492,40,43.205145
-3.873743,40,43.234869
-3.930441,40,43.264234
-4.243584,40,43.434351
-6.681922,40,43.465402
-7.83366,40,43.495865
-4.885235,40,43.525137
-4.447443,40,43.688981
-13.58741,40,43.719679
-3.761069,40,43.750058
-6.932683,40,43.77962
-5.99481,40,43.940251
-9.292296,40,43.970624
-5.116448,40,43.999673
-5.714064,40,44.02878
-8.10728,40,44.191397
-8.002601,40,44.22235
-7.144931,40,44.252028
-4.634589,40,44.281623
-7.039494,40,44.444475
-6.086034,40,44.475435
-9.574333,40,44.50455
-4.939686,40,44.53358
-6.576297,40,44.693689
-21.414074,40,44.7241
-4.062829,40,44.754534
-4.020154,40,44.784465
-8.552389,40,44.948156
-6.186625,40,44.97879
-5.023707,40,45.008383
-5.326457,40,45.037813
-3.999382,40,45.200069
-6.83041,40,45.23115
-5.477538,40,45.260734
-8.081748,40,45.290031
-5.568658,40,45.452
-6.178765,40,45.481864
-3.566236,40,45.510701
-8.777161,40,45.540122
-4.31069,40,45.704265
-4.862209,40,45.73343
-5.013801,40,45.762861
-4.260035,40,45.792351
-4.912012,40,45.956157
-5.724304,40,45.986804
-5.660183,40,46.016488
-4.973297,40,46.045905
-4.515669,40,46.213487
-12.704106,40,46.24336
-4.676012,40,46.272604
-6.68948,40,46.301541
-4.618558,40,46.463785
-5.594399,40,46.493686
-7.814648,40,46.523061
-4.362611,40,46.552405
-3.272659,40,46.713794
-4.84493,40,46.744157
-4.141156,40,46.774845
-9.324875,40,46.804169
-7.89761,40,46.967294
-5.751019,40,46.997084
-3.12355,40,47.025623
-3.015502,40,47.054935
-7.066553,40,47.220195
-6.469099,40,47.250391
-4.353678,40,47.28129
-2.947655,40,47.311386
-5.377288,40,47.479609
-4.623374,40,47.509546
-8.002662,40,47.53948
-4.817493,40,47.569117
-5.116521,40,47.733813
-3.23476,40,47.763981
-4.885656,40,47.793164
-4.977029,40,47.823277
-5.657568,40,47.989175
-3.184246,40,48.019513
-5.182684,40,48.049863
-5.500626,40,48.080124
-6.152218,40,48.242903
-5.088149,40,48.274237
-4.435915,40,48.304347
-3.082816,40,48.333948
-5.026233,40,48.502777
-8.97334,40,48.536228
-3.660736,40,48.566859
-4.24015,40,48.596287
-7.03337,40,48.764467
-6.38808,40,48.797639
-3.37609,40,48.828507
-5.055206,40,48.857861
-5.027199,40,49.01883
-4.079911,40,49.048878
-6.737944,40,49.078336
-5.434214,40,49.107732
-5.720114,40,49.271048
-4.280801,40,49.300951
-3.380438,40,49.330885
-3.407823,40,49.361135
-7.321739,40,49.523706
-3.825633,40,49.554367
-4.545144,40,49.58406
-6.935587,40,49.614109
-4.084854,40,49.777155
-5.82004,40,49.80827
-2.891779,40,49.837624
-4.230617,40,49.866595
-3.629566,40,50.028583
-3.063407,40,50.059155
-5.573011,40,50.08844
-4.789576,40,50.117804
-5.464313,40,50.28104
-5.998891,40,50.313107
-4.284498,40,50.343252
-5.35425,40,50.372797
-3.305394,40,50.542092
-3.483936,40,50.573056
-3.090828,40,50.60285
-4.997991,40,50.632424
-6.744409,40,50.793368
-3.510979,40,50.823995
-3.502214,40,50.856477
-6.058149,40,50.887091
-4.319047,40,51.0554
-4.727083,40,51.090796
-6.143242,40,51.125174
-4.875911,40,51.159261
-2.988091,40,51.322624
-3.940422,40,51.353103
-4.329539,40,51.38355
-4.393967,40,51.412847
-4.340634,40,51.578277
-3.538758,40,51.608648
-3.402413,40,51.638523
-2.971712,40,51.667174
-4.884367,40,51.83671
-4.697638,40,51.86791
-4.693938,40,51.897831
-3.84282,40,51.927226
-5.031105,40,52.0892
-4.909003,40,52.120147
-3.158868,40,52.150914
-5.519777,40,52.183253
-3.54034,40,52.342268
-3.303693,40,52.372436
-3.225653,40,52.403153
-3.472744,40,52.432336
-2.727216,40,52.594955
-4.886898,40,52.625519
-3.135726,40,52.654948
-4.169433,40,52.6839
-3.355868,40,52.847309
-4.859332,40,52.877999
-2.728836,40,52.906899
-4.558981,40,52.935963
-3.951851,40,53.099688
-3.448427,40,53.130796
-3.637237,40,53.160282
-4.186979,40,53.18924
-2.906498,40,53.351107
-5.467802,40,53.381017
-4.642906,40,53.410062
-3.572194,40,53.438317
-3.978345,40,53.621634
-3.649402,40,53.651719
-4.273236,40,53.681149
-2.973867,40,53.710572
-2.274689,40,53.877387
-3.349745,40,53.908031
-5.346922,40,53.938177
-4.389522,40,53.967526
-3.083786,40,54.128818
-3.529419,40,54.158339
-3.117042,40,54.188263
-3.198866,40,54.217385
-4.571152,40,54.382506
-2.810297,40,54.412882
-2.322318,40,54.443396
-3.982529,40,54.472612
-4.322552,40,54.641023
-2.332459,40,54.671801
-5.558125,40,54.701722
-3.961369,40,54.730729
-5.705482,40,54.897308
-3.209198,40,54.927782
-3.218339,40,54.958448
-2.657726,40,54.988914
-4.195483,40,55.150524
-3.78006,40,55.18068
-2.747175,40,55.2104
-2.912557,40,55.239821
-4.462163,40,55.404154
-6.303115,40,55.434496
-2.257145,40,55.464878
-3.438834,40,55.493588
-4.112186,40,55.659012
-2.982303,40,55.689665
-1.928796,40,55.720677
-5.81975,40,55.750091
-3.406043,40,55.918129
-4.0849,40,55.948505
-2.936656,40,55.977379
-2.259451,40,56.006885
-3.070387,40,56.17364
-4.062461,40,56.204011
-1.928238,40,56.232736
-2.386287,40,56.262319
-2.533954,40,56.424497
-3.275208,40,56.454694
-2.553719,40,56.485506
-2.428922,40,56.515926
-5.896917,40,56.684618
-2.304013,40,56.715688
-5.062805,40,56.746434
-4.463834,40,56.778027
-3.287805,40,56.941813
-4.067805,40,56.973324
-2.783392,40,57.003196
-2.884906,40,57.03549
-5.107313,40,57.202037
-4.573711,40,57.233483
-5.405828,40,57.263978
-4.239476,40,57.293418
-2.085551,40,57.457903
-2.896204,40,57.488951
-2.058435,40,57.520082
-2.817759,40,57.551809
-3.491892,40,57.718308
-3.05163,40,57.750602
-1.682829,40,57.781296
-2.682223,40,57.812479
-2.712476,40,57.985748
-2.422018,40,58.016879
-2.794744,40,58.047417
-5.751835,40,58.082762
-2.409235,40,58.244503
-3.442753,40,58.2745
-2.499855,40,58.305226
-2.736332,40,58.335107
-2.63473,40,58.49938
-2.138941,40,58.53016
-2.484849,40,58.559292
-3.010265,40,58.588744
-5.58822,40,58.752135
-4.862593,40,58.782152
-2.928212,40,58.812248
-2.924647,40,58.841768
-2.341167,40,59.006577
-2.107705,40,59.037524
-3.583776,40,59.067933
-3.087444,40,59.096948
-2.845671,40,59.259295
-2.737876,40,59.289891
-4.700755,40,59.320453
-3.463715,40,59.348934
-3.044205,40,59.511562
-2.825811,40,59.542564
-4.112526,40,59.572222
-2.117563,40,59.601062
-3.257221,40,59.763725
-3.8832,40,59.793775
-2.140243,40,59.822769
-3.543394,40,59.851924
-2.876182,40,60.014528
-2.22166,40,60.044961
-2.357092,40,60.073688
-1.994579,40,60.102516
-2.408425,40,60.266274
-3.458308,40,60.296301
-4.146285,40,60.325789
-2.476099,40,60.354816
-2.22242,40,60.516885
-4.204718,40,60.547128
-4.089709,40,60.577996
-2.477653,40,60.607438
-2.169113,40,60.768703
-5.507369,40,60.799113
-1.861285,40,60.828564
-3.596518,40,60.858002
-3.334192,40,61.020911
-3.432087,40,61.052428
-1.930227,40,61.081797
-3.550467,40,61.112111
-3.468165,40,61.275188
-2.520349,40,61.306332
-2.343886,40,61.336542
-2.586141,40,61.366178
-2.446017,40,61.544468
-2.218366,40,61.57647
-2.546398,40,61.608642
-2.953129,40,61.641437
-1.835901,40,61.813077
-1.829971,40,61.844058
-1.508919,40,61.874214
-2.446171,40,61.904218
-2.058452,40,62.066325
-2.217348,40,62.096298
-2.527693,40,62.127135
-3.159443,40,62.157596
-1.768746,40,62.327061
-2.43631,40,62.357252
-2.149515,40,62.386125
-2.62039,40,62.41586
-3.195356,40,62.582056
-1.660909,40,62.612202
-1.675098,40,62.642556
-1.943251,40,62.673479
-4.498143,40,62.838683
-2.330403,40,62.869876
-3.173736,40,62.899103
-3.280887,40,62.928493
-5.312791,40,63.09254
-3.591504,40,63.122775
-3.329245,40,63.152698
-2.89809,40,63.181709
-3.048152,40,63.345352
-3.409744,40,63.375586
-1.92757,40,63.404971
-4.300304,40,63.434076
-1.039354,40,63.596207
-2.347239,40,63.625901
-1.131167,40,63.656467
-3.184948,40,63.686954
-3.220277,40,63.853082
-4.54127,40,63.883327
-2.71025,40,63.912175
-3.794179,40,63.942022
-1.814627,40,64.105016
-1.841081,40,64.136093
-3.138138,40,64.169041
-3.2303,40,64.198926
-2.527652,40,64.369253
-1.870519,40,64.399593
-1.892646,40,64.428735
-2.84733,40,64.457563
-1.419577,40,64.62247
-1.123122,40,64.651993
-1.010565,40,64.68315
-1.430526,40,64.718107
-3.461067,40,64.885483
-2.331375,40,64.916075
-2.284912,40,64.945345
-3.099722,40,64.975323
-2.108328,40,65.142425
-1.953931,40,65.172816
-1.983641,40,65.203476
-2.745888,40,65.233116
-3.05298,40,65.401094
-1.528819,40,65.4307
-2.69268,40,65.460776
-1.882586,40,65.490553
-1.651034,40,65.652712
-1.2183,40,65.682441
-2.740273,40,65.711881
-0.991493,40,65.741138
-0.718972,40,65.907735
-0.909303,40,65.938872
-2.767787,40,65.969591
-1.510976,40,65.999248
-1.610283,40,66.160769
-1.793466,40,66.192043
-1.20382,40,66.22394
-1.85449,40,66.25344
-1.388144,40,66.414539
-2.600662,40,66.444153
-2.350633,40,66.472888
-1.001408,40,66.502142
-1.036122,40,66.664598
-0.725077,40,66.696167
-1.393504,40,66.727164
-2.3494,40,66.75677
-1.217327,40,66.920161
-2.078857,40,66.951446
-0.758929,40,66.982392
-2.493194,40,67.011577
-1.057083,40,67.174501
-2.922561,40,67.206015
-10.798145,40,67.235741
-1.56383,40,67.265377
-2.631449,40,67.427006
-2.246444,40,67.457538
-3.331026,40,67.48747
-4.241371,40,67.51653
-1.778523,40,67.678811
-2.012628,40,67.708824
-1.233055,40,67.739032
-2.169869,40,67.76852
-2.038977,40,67.933585
-1.303367,40,67.966807
-2.297534,40,68.000862
-1.27657,40,68.036037
-1.30295,40,68.206116
-1.986449,40,68.240832
-1.782346,40,68.274521
-1.235301,40,68.307759
-0.926487,40,68.4699
-1.695809,40,68.501106
-0.956513,40,68.530186
-1.397629,40,68.559387
-0.895596,40,68.721317
-0.67582,40,68.752408
-1.582431,40,68.782196
-2.539435,40,68.811633
-2.389362,40,68.974886
