#     t                x                y                z                vx               vy               vz               m
      3.92986375       0.29074567       1.28131789       0.01809305      -0.74087912       0.44505433       0.02741590       0.71709857 
      3.94486323       0.27961866       1.28792992       0.01850337      -0.74275581       0.43660064       0.02729548       0.71709857 
      3.95986271       0.26846422       1.29441562       0.01891188      -0.74454283       0.42818160       0.02717351       0.71709857 
      3.97486219       0.25728368       1.30077553       0.01931855      -0.74624158       0.41979756       0.02705001       0.71709857 
      3.98986167       0.24607822       1.30700947       0.01972334      -0.74785300       0.41144906       0.02692502       0.71709857 
      4.00486115       0.23484922       1.31311836       0.02012626      -0.74937873       0.40313632       0.02679858       0.71709857 
      4.01986063       0.22359801       1.31910305       0.02052726      -0.75082033       0.39485954       0.02667075       0.71709857 
      4.03486011       0.21232583       1.32496408       0.02092635      -0.75217911       0.38661898       0.02654156       0.71709857 
      4.04985959       0.20103392       1.33070192       0.02132348      -0.75345635       0.37841494       0.02641105       0.71709857 
      4.06485907       0.18972333       1.33631628       0.02171864      -0.75465277       0.37024788       0.02627924       0.71709857 
      4.07985855       0.17839543       1.34180863       0.02211182      -0.75577025       0.36211776       0.02614618       0.71709857 
      4.09485803       0.16705138       1.34717952       0.02250299      -0.75681002       0.35402477       0.02601191       0.71709857 
      4.10985751       0.15569234       1.35242951       0.02289215      -0.75777330       0.34596910       0.02587645       0.71709857 
      4.12485699       0.14431939       1.35755873       0.02327925      -0.75866103       0.33795103       0.02573985       0.71709857 
      4.13985647       0.13293364       1.36256764       0.02366431      -0.75947432       0.32997075       0.02560212       0.71709857 
      4.15485595       0.12153628       1.36745733       0.02404728      -0.76021467       0.32202822       0.02546331       0.71709857 
      4.16985543       0.11012836       1.37222839       0.02442817      -0.76088320       0.31412356       0.02532346       0.71709857 
      4.18485491       0.09871096       1.37688136       0.02480696      -0.76148104       0.30625688       0.02518257       0.71709857 
      4.19985439       0.08728507       1.38141607       0.02518362      -0.76200884       0.29842849       0.02504069       0.71709857 
      4.21485387       0.07585180       1.38583367       0.02555815      -0.76246802       0.29063831       0.02489785       0.71709857 
      4.22985335       0.06441216       1.39013491       0.02593052      -0.76285976       0.28288632       0.02475406       0.71709857 
      4.24485283       0.05296714       1.39432036       0.02630074      -0.76318509       0.27517259       0.02460937       0.71709857 
      4.25985231       0.04151774       1.39839041       0.02666878      -0.76344494       0.26749721       0.02446380       0.71709857 
      4.27485179       0.03006492       1.40234509       0.02703462      -0.76363999       0.25986039       0.02431736       0.71709857 
      4.28985127       0.01860964       1.40618571       0.02739827      -0.76377166       0.25226192       0.02417009       0.71709857 
      4.30485075       0.00715287       1.40991283       0.02775969      -0.76384090       0.24470181       0.02402201       0.71709857 
      4.31985023      -0.00430448       1.41352703       0.02811891      -0.76384868       0.23718004       0.02387315       0.71709857 
      4.33484971      -0.01576149       1.41702840       0.02847587      -0.76379564       0.22969679       0.02372353       0.71709857 
      4.34984919      -0.02721725       1.42041761       0.02883058      -0.76368280       0.22225200       0.02357317       0.71709857 
      4.36484867      -0.03867088       1.42369563       0.02918303      -0.76351123       0.21484552       0.02342210       0.71709857 
      4.37984815      -0.05012152       1.42686304       0.02953321      -0.76328183       0.20747729       0.02327033       0.71709857 
      4.39484763      -0.06156828       1.42992039       0.02988112      -0.76299546       0.20014729       0.02311789       0.71709857 
      4.40984711      -0.07301030       1.43286748       0.03022673      -0.76265257       0.19285576       0.02296479       0.71709857 
      4.42484659      -0.08444676       1.43570560       0.03057003      -0.76225438       0.18560237       0.02281106       0.71709857 
      4.43984607      -0.09587685       1.43843540       0.03091102      -0.76180174       0.17838704       0.02265672       0.71709857 
      4.45484555      -0.10729977       1.44105744       0.03124971      -0.76129545       0.17120971       0.02250178       0.71709857 
      4.46984503      -0.11871469       1.44357204       0.03158606      -0.76073618       0.16407038       0.02234627       0.71709857 
      4.48484451      -0.13012079       1.44597943       0.03192006      -0.76012454       0.15696911       0.02219019       0.71709857 
      4.49984399      -0.14151734       1.44828077       0.03225173      -0.75946159       0.14990560       0.02203358       0.71709857 
      4.51484347      -0.15290359       1.45047663       0.03258105      -0.75874807       0.14287977       0.02187644       0.71709857 
      4.52984295      -0.16427879       1.45256756       0.03290801      -0.75798471       0.13589151       0.02171880       0.71709857 
      4.54484243      -0.17564211       1.45455357       0.03323259      -0.75717198       0.12894092       0.02156067       0.71709857 
      4.55984191      -0.18699288       1.45643553       0.03355479      -0.75631070       0.12202782       0.02140206       0.71709857 
      4.57484139      -0.19833038       1.45821424       0.03387462      -0.75540172       0.11515198       0.02124299       0.71709857 
      4.58984087      -0.20965392       1.45989027       0.03419206      -0.75444571       0.10831331       0.02108347       0.71709857 
      4.60484035      -0.22096280       1.46146415       0.03450711      -0.75344330       0.10151170       0.02092353       0.71709857 
      4.61983983      -0.23225621       1.46293569       0.03481975      -0.75239484       0.09474730       0.02076317       0.71709857 
      4.63483931      -0.24353357       1.46430621       0.03512998      -0.75130131       0.08801971       0.02060240       0.71709857 
      4.64983879      -0.25479422       1.46557628       0.03543779      -0.75016334       0.08132882       0.02044125       0.71709857 
      4.66483827      -0.26603752       1.46674642       0.03574320      -0.74898154       0.07467449       0.02027973       0.71709857 
      4.67983775      -0.27726272       1.46781688       0.03604616      -0.74775640       0.06805672       0.02011783       0.71709857 
      4.69483723      -0.28846918       1.46878806       0.03634670      -0.74648844       0.06147542       0.01995559       0.71709857 
      4.70983671      -0.29965633       1.46966096       0.03664481      -0.74517843       0.05493030       0.01979300       0.71709857 
      4.72483619      -0.31082356       1.47043612       0.03694047      -0.74382697       0.04842122       0.01963010       0.71709857 
      4.73983567      -0.32197024       1.47111409       0.03723369      -0.74243460       0.04194806       0.01946688       0.71709857 
      4.75483515      -0.33309564       1.47169480       0.03752445      -0.74100163       0.03551087       0.01930334       0.71709857 
      4.76983463      -0.34419924       1.47217922       0.03781277      -0.73952878       0.02910938       0.01913952       0.71709857 
      4.78483411      -0.35528050       1.47256805       0.03809861      -0.73801666       0.02274338       0.01897541       0.71709857 
      4.79983359      -0.36633882       1.47286182       0.03838201      -0.73646578       0.01641272       0.01881103       0.71709857 
      4.81483307      -0.37737360       1.47306095       0.03866293      -0.73487660       0.01011730       0.01864640       0.71709857 
      4.82983255      -0.38838414       1.47316544       0.03894138      -0.73324941       0.00385719       0.01848150       0.71709857 
      4.84483203      -0.39937004       1.47317646       0.03921735      -0.73158497      -0.00236802       0.01831636       0.71709857 
      4.85983151      -0.41033073       1.47309453       0.03949085      -0.72988374      -0.00855846       0.01815099       0.71709857 
      4.87483099      -0.42126568       1.47292016       0.03976187      -0.72814622      -0.01471427       0.01798539       0.71709857 
      4.88983047      -0.43217424       1.47265349       0.04003039      -0.72637270      -0.02083547       0.01781957       0.71709857 
      4.90482995      -0.44305587       1.47229507       0.04029643      -0.72456366      -0.02692222       0.01765355       0.71709857 
      4.91982943      -0.45391015       1.47184577       0.04055998      -0.72271968      -0.03297479       0.01748732       0.71709857 
      4.93482891      -0.46473656       1.47130609       0.04082103      -0.72084118      -0.03899333       0.01732090       0.71709857 
      4.94982839      -0.47553458       1.47067655       0.04107960      -0.71892860      -0.04497800       0.01715430       0.71709857 
      4.96482787      -0.48630351       1.46995702       0.04133565      -0.71698213      -0.05092869       0.01698753       0.71709857 
      4.97982735      -0.49704301       1.46914856       0.04158919      -0.71500239      -0.05684577       0.01682058       0.71709857 
      4.99482683      -0.50775263       1.46825174       0.04184024      -0.71298980      -0.06272942       0.01665347       0.71709857 
      5.00982631      -0.51843186       1.46726708       0.04208878      -0.71094475      -0.06857979       0.01648620       0.71709857 
      5.02482579      -0.52908018       1.46619488       0.04233481      -0.70886757      -0.07439697       0.01631879       0.71709857 
      5.03982527      -0.53969695       1.46503531       0.04257832      -0.70675853      -0.08018096       0.01615124       0.71709857 
      5.05482475      -0.55028193       1.46378938       0.04281933      -0.70461819      -0.08593211       0.01598354       0.71709857 
      5.06982423      -0.56083461       1.46245758       0.04305781      -0.70244689      -0.09165058       0.01581572       0.71709857 
      5.08482371      -0.57135456       1.46104040       0.04329379      -0.70024502      -0.09733652       0.01564778       0.71709857 
      5.09982319      -0.58184784       1.45952710       0.04352807      -0.69891002      -0.10447552       0.01559133       0.71520726 
      5.11482267      -0.59232096       1.45790641       0.04376148      -0.69754893      -0.11161714       0.01553036       0.71328665 
      5.12982215      -0.60277339       1.45617881       0.04399394      -0.69614804      -0.11873860       0.01546318       0.71136606 
      5.14482163      -0.61320449       1.45434448       0.04422533      -0.69470754      -0.12583993       0.01538985       0.70944546 
      5.15982111      -0.62361368       1.45240382       0.04445558      -0.69322765      -0.13292125       0.01531045       0.70752485 
      5.17482059      -0.63400040       1.45035710       0.04468460      -0.69170857      -0.13998262       0.01522505       0.70560426 
      5.18982007      -0.64436403       1.44820457       0.04491229      -0.69015047      -0.14702412       0.01513372       0.70368365 
      5.20481955      -0.65470401       1.44594664       0.04513857      -0.68855359      -0.15404581       0.01503653       0.70176305 
      5.21981903      -0.66501973       1.44358346       0.04536334      -0.68691805      -0.16104776       0.01493355       0.69984245 
      5.23481851      -0.67531064       1.44111544       0.04558653      -0.68524407      -0.16803005       0.01482485       0.69792185 
      5.24981799      -0.68557615       1.43854285       0.04580804      -0.68353183      -0.17499275       0.01471050       0.69600125 
      5.26481747      -0.69581569       1.43586593       0.04602780      -0.68178145      -0.18193590       0.01459057       0.69408065 
      5.27981695      -0.70602870       1.43308507       0.04624571      -0.67999315      -0.18885960       0.01446511       0.69216005 
      5.29481643      -0.71621459       1.43020045       0.04646171      -0.67816702      -0.19576388       0.01433420       0.69023944 
      5.30981591      -0.72637281       1.42721243       0.04667570      -0.67630327      -0.20264880       0.01419791       0.68831885 
      5.32481539      -0.73650280       1.42412131       0.04688761      -0.67440203      -0.20951444       0.01405630       0.68639825 
      5.33981487      -0.74660398       1.42092731       0.04709735      -0.67246340      -0.21636083       0.01390943       0.68447764 
      5.35481435      -0.75667582       1.41763081       0.04730485      -0.67048758      -0.22318805       0.01375736       0.68255705 
      5.36981383      -0.76671772       1.41423200       0.04751003      -0.66847464      -0.22999612       0.01360017       0.68063644 
      5.38481331      -0.77672917       1.41073123       0.04771281      -0.66642475      -0.23678512       0.01343790       0.67871584 
      5.39981279      -0.78670959       1.40712880       0.04791313      -0.66433801      -0.24355508       0.01327063       0.67679525 
      5.41481227      -0.79665843       1.40342493       0.04811090      -0.66221453      -0.25030602       0.01309841       0.67487464 
      5.42981175      -0.80657517       1.39961998       0.04830604      -0.66005445      -0.25703803       0.01292132       0.67295404 
      5.44481123      -0.81645919       1.39571416       0.04849850      -0.65785784      -0.26375111       0.01273938       0.67103344 
      5.45981071      -0.82631002       1.39170779       0.04868818      -0.65562482      -0.27044532       0.01255268       0.66911284 
      5.47481019      -0.83612709       1.38760119       0.04887504      -0.65335552      -0.27712067       0.01236126       0.66719224 
      5.48980967      -0.84590983       1.38339455       0.04905899      -0.65104996      -0.28377722       0.01216520       0.66527164 
      5.50480915      -0.85565773       1.37908826       0.04923996      -0.64870830      -0.29041498       0.01196454       0.66335104 
      5.51980863      -0.86537022       1.37468251       0.04941789      -0.64633059      -0.29703397       0.01175933       0.66143043 
      5.53480811      -0.87504679       1.37017763       0.04959271      -0.64391692      -0.30363424       0.01154963       0.65950984 
      5.54980759      -0.88468689       1.36557391       0.04976434      -0.64146738      -0.31021579       0.01133551       0.65758923 
      5.56480707      -0.89428996       1.36087155       0.04993274      -0.63898201      -0.31677863       0.01111700       0.65566863 
      5.57980655      -0.90385550       1.35607097       0.05009782      -0.63646092      -0.32332278       0.01089416       0.65374804 
      5.59480603      -0.91338295       1.35117231       0.05025953      -0.63390414      -0.32984827       0.01066705       0.65182743 
      5.60980551      -0.92287179       1.34617593       0.05041780      -0.63131175      -0.33635509       0.01043572       0.64990683 
      5.62480499      -0.93232148       1.34108213       0.05057257      -0.62868383      -0.34284327       0.01020022       0.64798622 
      5.63980447      -0.94173146       1.33589108       0.05072377      -0.62602039      -0.34931278       0.00996058       0.64606563 
      5.65480395      -0.95110125       1.33060319       0.05087135      -0.62332153      -0.35576363       0.00971689       0.64414503 
      5.66980343      -0.96043029       1.32521865       0.05101525      -0.62058726      -0.36219582       0.00946917       0.64222442 
      5.68480291      -0.96971805       1.31973777       0.05115540      -0.61781764      -0.36860935       0.00921747       0.64030383 
      5.69980239      -0.97896401       1.31416087       0.05129175      -0.61501274      -0.37500421       0.00896185       0.63838322 
      5.71480187      -0.98816762       1.30848812       0.05142423      -0.61217254      -0.38138037       0.00870235       0.63646262 
      5.72980135      -0.99732836       1.30271994       0.05155279      -0.60929713      -0.38773783       0.00843901       0.63454203 
      5.74480083      -1.00644572       1.29685650       0.05167738      -0.60638652      -0.39407656       0.00817189       0.63262142 
      5.75980031      -1.01551915       1.29089813       0.05179792      -0.60344074      -0.40039655       0.00790103       0.63070082 
      5.77479979      -1.02454815       1.28484514       0.05191438      -0.60045983      -0.40669776       0.00762648       0.62878022 
      5.78979927      -1.03353214       1.27869771       0.05202669      -0.59744379      -0.41298017       0.00734826       0.62685962 
      5.80479875      -1.04247065       1.27245624       0.05213480      -0.59439269      -0.41924375       0.00706646       0.62493902 
      5.81979823      -1.05136314       1.26612094       0.05223865      -0.59130651      -0.42548844       0.00678107       0.62301842 
      5.83479771      -1.06020906       1.25969210       0.05233820      -0.58818528      -0.43171422       0.00649217       0.62109782 
      5.84979719      -1.06900792       1.25317008       0.05243340      -0.58502903      -0.43792107       0.00619980       0.61917721 
      5.86479667      -1.07775914       1.24655502       0.05252418      -0.58183774      -0.44410888       0.00590399       0.61725662 
      5.87979615      -1.08646226       1.23984735       0.05261049      -0.57861146      -0.45027765       0.00560479       0.61533601 
      5.89479563      -1.09511672       1.23304727       0.05269230      -0.57535018      -0.45642731       0.00530223       0.61341541 
      5.90979511      -1.10372199       1.22615508       0.05276954      -0.57205391      -0.46255780       0.00499636       0.61149482 
      5.92479459      -1.11227758       1.21917114       0.05284217      -0.56872267      -0.46866907       0.00468722       0.60957421 
      5.93979407      -1.12078290       1.21209560       0.05291013      -0.56535643      -0.47476103       0.00437485       0.60765361 
      5.95479355      -1.12923750       1.20492888       0.05297339      -0.56195523      -0.48083364       0.00405929       0.60573301 
      5.96979303      -1.13764081       1.19767120       0.05303189      -0.55851905      -0.48688681       0.00374058       0.60381241 
      5.98479251      -1.14599230       1.19032286       0.05308559      -0.55504790      -0.49292045       0.00341875       0.60189181 
      5.99979199      -1.15429151       1.18288422       0.05313444      -0.55154179      -0.49893452       0.00309385       0.59997121 
