         # x	           y	           z	          vx	          vy	          vz
  -0.0467831	   1.4228542	   0.0267238	  -0.7708443	   0.2102692	   0.0221422
  -0.0596276	   1.4262903	   0.0270915	  -0.7705384	   0.2020787	   0.0219875
  -0.0724665	   1.4295902	   0.0274567	  -0.7701618	   0.1939359	   0.0218319
  -0.0852984	   1.4327548	   0.0278192	  -0.7697157	   0.1858408	   0.0216756
  -0.0981224	   1.4357849	   0.0281792	  -0.7692012	   0.1777934	   0.0215185
  -0.1109372	   1.4386813	   0.0285365	  -0.7686194	   0.1697935	   0.0213607
  -0.1237418	   1.4414448	   0.0288912	  -0.7679715	   0.1618412	   0.0212021
  -0.1365350	   1.4440761	   0.0292432	  -0.7672585	   0.1539364	   0.0210429
  -0.1365350	   1.4440761	   0.0292432	  -0.7674256	   0.1524400	   0.0217348
  -0.1493186	   1.4465512	   0.0296041	  -0.7666486	   0.1445823	   0.0215748
  -0.1620887	   1.4488956	   0.0299623	  -0.7658086	   0.1367717	   0.0214141
  -0.1748443	   1.4511103	   0.0303179	  -0.7649066	   0.1290079	   0.0212528
  -0.1875844	   1.4531960	   0.0306707	  -0.7639436	   0.1212908	   0.0210907
  -0.2003079	   1.4551535	   0.0310209	  -0.7629207	   0.1136205	   0.0209280
  -0.2130139	   1.4569835	   0.0313683	  -0.7618386	   0.1059966	   0.0207647
  -0.2257013	   1.4586868	   0.0317130	  -0.7606985	   0.0984191	   0.0206007
  -0.2383693	   1.4602643	   0.0320550	  -0.7595012	   0.0908879	   0.0204362
  -0.2510168	   1.4617166	   0.0323942	  -0.7582476	   0.0834027	   0.0202711
