#{"t_start": 1595955243.0396821, "env_id": "lowthrust-v0"}
r,l,t
-552.390794,40,6.875733
-617.576132,40,6.905926
-582.577005,40,6.935422
-550.746491,40,6.96493
-539.302777,40,7.129854
-723.37076,40,7.160322
-658.350861,40,7.190199
-459.471554,40,7.221369
-579.694064,40,7.385633
-498.078818,40,7.415087
-462.89164,40,7.44478
-434.840373,40,7.474803
-492.658398,40,7.636575
-362.740337,40,7.667483
-420.56858,40,7.696672
-555.357537,40,7.725791
-393.484376,40,7.897033
-415.003025,40,7.931623
-409.000168,40,7.964905
-542.75176,40,7.997887
-606.716886,40,8.176534
-681.823821,40,8.206978
-585.578711,40,8.237524
-422.150375,40,8.267044
-550.088109,40,8.431628
-421.737711,40,8.461832
-428.271511,40,8.492263
-712.878659,40,8.52291
-464.93107,40,8.684902
-516.554983,40,8.714361
-498.58893,40,8.744043
-516.217845,40,8.773065
-331.483798,40,8.935177
-443.893905,40,8.965429
-534.647935,40,8.995369
-449.445347,40,9.025241
-454.283642,40,9.261055
-382.183971,40,9.297757
-474.56141,40,9.334389
-410.413338,40,9.371558
-336.356283,40,9.574669
-293.153313,40,9.60556
-334.599766,40,9.635511
-439.894491,40,9.665718
-335.537296,40,9.828977
-243.869583,40,9.861248
-430.563169,40,9.894158
-437.058104,40,9.927324
-291.259227,40,10.091644
-278.67556,40,10.121573
-351.271344,40,10.151707
-496.175519,40,10.181746
-343.802265,40,10.347412
-574.245412,40,10.378187
-396.144609,40,10.407724
-471.800047,40,10.436838
-360.72269,40,10.601228
-389.732795,40,10.631472
-377.232674,40,10.660934
-295.663439,40,10.691076
-324.400951,40,10.853279
-257.186493,40,10.884045
-316.025214,40,10.914469
-290.670129,40,10.944998
-391.088513,40,11.107292
-332.357604,40,11.138154
-374.642756,40,11.169082
-355.712585,40,11.199722
-253.04164,40,11.365012
-282.576949,40,11.395675
-327.776647,40,11.427054
-329.523744,40,11.457529
-231.669879,40,11.619857
-217.67623,40,11.649799
-334.333045,40,11.678566
-309.242616,40,11.707303
-333.3636,40,11.86758
-487.791657,40,11.898003
-269.735355,40,11.928072
-270.540918,40,11.957601
-211.733778,40,12.118932
-308.909507,40,12.149089
-252.168914,40,12.178175
-362.020324,40,12.207573
-375.210737,40,12.371782
-209.820446,40,12.401829
-258.800307,40,12.431074
-266.576583,40,12.460236
-185.379724,40,12.622769
-228.256111,40,12.653445
-208.752398,40,12.68254
-254.249732,40,12.711358
-387.067185,40,12.874687
-197.857328,40,12.905514
-166.793851,40,12.936115
-214.601167,40,12.96534
-283.31564,40,13.127431
-219.211163,40,13.158569
-234.106308,40,13.188816
-303.804903,40,13.217679
-193.227127,40,13.380394
-230.278532,40,13.410709
-304.045498,40,13.44014
-158.039486,40,13.470416
-171.530106,40,13.631459
-221.759751,40,13.662399
-341.623215,40,13.692235
-68.757767,40,13.721529
-242.216268,40,13.884137
-185.22369,40,13.914047
-189.573788,40,13.942943
-187.832004,40,13.97226
-99.457002,40,14.135573
-247.292069,40,14.166587
-241.346013,40,14.196172
-208.56308,40,14.226646
-222.995445,40,14.38865
-66.381027,40,14.418598
-231.796008,40,14.449102
-170.002033,40,14.478896
-217.698682,40,14.639193
-238.734416,40,14.669128
-136.979349,40,14.699265
-218.804563,40,14.729744
-139.123574,40,14.897008
-188.777659,40,14.928696
-134.829263,40,14.958882
-249.052206,40,14.988709
-148.275361,40,15.148901
-113.780652,40,15.179071
-202.480636,40,15.208733
-181.503225,40,15.238746
-172.55963,40,15.403506
-213.471125,40,15.434448
-121.975041,40,15.465094
-73.395674,40,15.494589
-107.814761,40,15.657757
-241.301913,40,15.689077
-195.259951,40,15.719545
-83.653341,40,15.749792
-140.862972,40,15.914406
-151.715152,40,15.94513
-113.305778,40,15.976015
-101.372628,40,16.006352
-147.776172,40,16.171715
-106.197988,40,16.202609
-110.88385,40,16.234191
-108.235203,40,16.263371
-100.95198,40,16.438883
-82.358434,40,16.470319
-75.071749,40,16.499876
-75.210908,40,16.529512
-46.885482,40,16.694849
-116.987695,40,16.725899
-63.631699,40,16.755442
-131.233839,40,16.784024
-122.745759,40,16.945791
-197.088128,40,16.976125
-76.047424,40,17.005769
-67.807542,40,17.035052
-68.136602,40,17.199848
-110.396691,40,17.22969
-83.667599,40,17.259061
-156.175182,40,17.288189
-126.773664,40,17.452327
-54.822822,40,17.482457
-81.32746,40,17.513005
-67.18987,40,17.542159
-27.66528,40,17.704726
-69.217306,40,17.73509
-69.857615,40,17.765871
-94.473027,40,17.796204
-76.876207,40,17.957114
-30.652075,40,17.987655
-110.018089,40,18.016591
-135.353492,40,18.04702
-83.662257,40,18.208609
-93.223637,40,18.239621
-31.33941,40,18.270184
-89.302378,40,18.300107
-89.68346,40,18.461759
-154.34658,40,18.491927
-95.20268,40,18.522366
-82.640057,40,18.552349
-73.586727,40,18.712131
-83.3943,40,18.743007
-62.935228,40,18.77278
-40.790636,40,18.802278
-77.979328,40,18.965657
-148.696407,40,18.996593
-95.232725,40,19.026936
-42.299257,40,19.056617
-75.240514,40,19.225278
-172.849869,40,19.256192
-15.31483,40,19.286907
-64.164972,40,19.317358
-100.719044,40,19.480849
-40.303358,40,19.51092
-106.750329,40,19.54117
-50.548382,40,19.570999
-59.858052,40,19.742024
-46.070191,40,19.773573
-108.500017,40,19.803047
-145.298852,40,19.831712
-53.436596,40,20.000141
-98.553155,40,20.030027
-65.100946,40,20.06071
-78.059894,40,20.089848
-53.474188,40,20.252667
-82.93044,40,20.282527
-23.206026,40,20.313073
-59.717362,40,20.342696
-40.435562,40,20.503535
-119.055301,40,20.534327
-55.147433,40,20.563743
-43.59424,40,20.592675
-71.037928,40,20.758139
-57.952287,40,20.789062
-60.257755,40,20.819055
-62.757268,40,20.84918
-66.280155,40,21.012817
-68.24228,40,21.042969
-141.161911,40,21.073268
-54.672415,40,21.104088
-85.383595,40,21.276846
-73.388433,40,21.307993
-78.107751,40,21.338863
-37.81033,40,21.368312
-67.826774,40,21.53548
-106.056368,40,21.565936
-89.546353,40,21.595819
-24.927475,40,21.624836
-12.857538,40,21.785451
-51.507741,40,21.815296
-40.237559,40,21.845568
-63.076271,40,21.875468
-69.177365,40,22.038811
-33.986519,40,22.069811
-63.80495,40,22.09989
-33.86107,40,22.128855
-42.300287,40,22.292656
-45.376996,40,22.323137
-38.314656,40,22.353177
-44.46447,40,22.382413
-29.756918,40,22.545792
-36.509972,40,22.57734
-42.710084,40,22.607168
-30.454262,40,22.636091
-15.907077,40,22.80021
-34.983378,40,22.830145
-35.069521,40,22.860842
-41.402786,40,22.890471
-50.812895,40,23.063389
-91.82302,40,23.093857
-33.39179,40,23.124895
-46.983397,40,23.154531
-41.796924,40,23.317991
-45.576674,40,23.348527
-67.015934,40,23.378065
-27.60348,40,23.407648
-27.540999,40,23.573724
-30.574711,40,23.605899
-30.46408,40,23.635066
-27.153816,40,23.663883
-26.03885,40,23.830543
-13.184376,40,23.860817
-59.330214,40,23.891722
-44.346058,40,23.920682
-28.290405,40,24.090564
-41.488723,40,24.120191
-44.268939,40,24.149583
-44.576179,40,24.179125
-19.933527,40,24.339785
-24.542881,40,24.370456
-46.493676,40,24.401632
-27.406756,40,24.433125
-21.166537,40,24.594745
-60.119329,40,24.624447
-10.24791,40,24.653168
-22.868297,40,24.683017
-17.296884,40,24.852852
-20.82137,40,24.882895
-31.300464,40,24.912815
-61.598792,40,24.942988
-33.479001,40,25.104532
-36.293509,40,25.134608
-14.849062,40,25.165629
-11.122381,40,25.195463
-18.737718,40,25.356058
-43.483448,40,25.385904
-26.583717,40,25.415121
-32.437768,40,25.446036
-27.315581,40,25.609144
-13.941257,40,25.638798
-22.36648,40,25.669121
-34.958658,40,25.698385
-15.057418,40,25.865623
-18.439839,40,25.896384
-11.545502,40,25.926564
-14.759378,40,25.956571
-40.754525,40,26.124511
-20.555748,40,26.15557
-15.694277,40,26.185329
-20.102621,40,26.214704
-12.169951,40,26.375835
-24.02738,40,26.405915
-37.685228,40,26.435218
-42.439046,40,26.464692
-15.184753,40,26.628971
-13.504373,40,26.660542
-16.247288,40,26.690864
-14.078356,40,26.719054
-38.458699,40,26.879883
-11.434529,40,26.910274
-20.796018,40,26.940843
-11.869706,40,26.970635
-11.71008,40,27.132732
-9.530898,40,27.162763
-12.356179,40,27.192742
-30.4983,40,27.221844
-8.838941,40,27.383296
-14.70564,40,27.414396
-26.932719,40,27.444806
-11.395138,40,27.474332
-60.563052,40,27.640126
-12.061598,40,27.671075
-11.484135,40,27.700883
-18.008834,40,27.730248
-11.727965,40,27.897458
-10.390716,40,27.928428
-7.433346,40,27.959294
-38.200616,40,27.98897
-10.597766,40,28.151295
-12.178217,40,28.182022
-12.500179,40,28.211342
-11.890163,40,28.240418
-10.320136,40,28.400844
-14.108255,40,28.431427
-29.685983,40,28.461813
-28.314315,40,28.491282
-15.026383,40,28.652003
-19.283327,40,28.681578
-13.211425,40,28.710262
-13.013551,40,28.739618
-7.542261,40,28.901606
-5.954085,40,28.931771
-12.570183,40,28.960809
-9.099095,40,28.989854
-9.622206,40,29.15533
-7.983963,40,29.18648
-9.541492,40,29.215435
-35.333941,40,29.244737
-21.551808,40,29.407964
-11.954791,40,29.43792
-23.619266,40,29.467317
-8.505568,40,29.496394
-12.03315,40,29.66003
-12.329811,40,29.69097
-12.133069,40,29.721075
-18.85364,40,29.750134
-10.014901,40,29.918236
-17.392067,40,29.948457
-7.386277,40,29.978496
-8.775201,40,30.007833
-15.084749,40,30.173781
-8.805214,40,30.203439
-14.145406,40,30.2323
-10.604948,40,30.262951
-9.540082,40,30.423972
-11.417285,40,30.454726
-8.236204,40,30.483538
-12.383635,40,30.512503
-8.375584,40,30.679503
-13.353929,40,30.710027
-6.84065,40,30.739644
-8.816895,40,30.769472
-9.215202,40,30.930459
-9.7193,40,30.961461
-6.337464,40,30.991091
-8.448947,40,31.020443
-27.612061,40,31.18767
-19.628348,40,31.217948
-8.659037,40,31.246756
-15.103784,40,31.275845
-11.301908,40,31.44649
-18.541541,40,31.477278
-9.889082,40,31.506456
-6.149511,40,31.536162
-6.773817,40,31.697244
-6.316825,40,31.727454
-8.678769,40,31.756792
-6.804868,40,31.78633
-11.782214,40,31.954157
-5.873557,40,31.984744
-15.192638,40,32.013484
-15.216637,40,32.042674
-27.389578,40,32.206171
-6.826424,40,32.236398
-6.652186,40,32.266293
-5.426207,40,32.295467
-8.351678,40,32.461545
-15.185814,40,32.492055
-5.109855,40,32.52265
-7.839762,40,32.552034
-12.028818,40,32.712925
-6.153452,40,32.743567
-13.85186,40,32.773718
-11.107182,40,32.803392
-8.93106,40,32.972518
-15.775022,40,33.003189
-6.944676,40,33.033153
-6.851356,40,33.061912
-8.006453,40,33.224118
-8.707644,40,33.254932
-19.260041,40,33.285095
-8.133498,40,33.314094
-5.913838,40,33.476828
-14.642148,40,33.508052
-13.399986,40,33.537794
-5.723097,40,33.567065
-7.434006,40,33.72941
-15.200678,40,33.75985
-16.249005,40,33.789552
-7.710332,40,33.81866
-7.068853,40,33.979706
-6.755825,40,34.010828
-16.393677,40,34.040986
-14.863354,40,34.069656
-9.570207,40,34.240533
-8.23968,40,34.272728
-8.833313,40,34.305294
-11.214457,40,34.33748
-11.305753,40,34.508648
-10.454083,40,34.538686
-5.903809,40,34.568967
-7.431379,40,34.598793
-8.47411,40,34.760851
-9.74621,40,34.791082
-13.385196,40,34.820461
-7.384621,40,34.849769
-9.950662,40,35.010808
-17.732191,40,35.040154
-6.620286,40,35.069335
-13.574999,40,35.09902
-10.091709,40,35.261289
-5.10204,40,35.290581
-6.178509,40,35.319741
-9.944699,40,35.348859
-14.8873,40,35.51198
-14.968148,40,35.543077
-5.905523,40,35.573667
-12.667215,40,35.603471
-5.5358,40,35.766819
-8.507965,40,35.797158
-6.770308,40,35.827537
-12.128102,40,35.857227
-11.59734,40,36.022411
-7.18483,40,36.053276
-8.003272,40,36.082963
-11.765026,40,36.112681
-6.799046,40,36.275068
-5.385947,40,36.305262
-6.9824,40,36.335786
-7.942387,40,36.365021
-5.393898,40,36.528897
-10.524757,40,36.559789
-6.579771,40,36.589896
-8.161515,40,36.619001
-5.57612,40,36.792607
-12.481199,40,36.823023
-8.473714,40,36.852833
-13.092252,40,36.882662
-15.989796,40,37.044954
-11.973683,40,37.075299
-5.541371,40,37.105717
-5.334224,40,37.135356
-10.388635,40,37.301599
-4.194309,40,37.331852
-10.792632,40,37.362424
-11.984545,40,37.392764
-8.617727,40,37.554528
-10.598867,40,37.585018
-8.747156,40,37.614187
-12.697748,40,37.643279
-7.857801,40,37.809743
-11.225028,40,37.840807
-18.083722,40,37.871608
-8.607598,40,37.90275
-7.422118,40,38.064734
-5.83332,40,38.094827
-5.765783,40,38.125094
-9.120102,40,38.155226
-7.963435,40,38.32277
-12.099321,40,38.353043
-6.846792,40,38.383225
-4.288906,40,38.413022
-9.212548,40,38.576001
-5.363652,40,38.606419
-6.762749,40,38.635959
-8.353405,40,38.666289
-6.403094,40,38.832735
-4.889884,40,38.863663
-7.623355,40,38.894083
-6.054726,40,38.923425
-7.887127,40,39.091158
-10.07695,40,39.122066
-14.154247,40,39.152084
-5.771827,40,39.1811
-8.866693,40,39.343217
-7.061518,40,39.374186
-7.653358,40,39.403162
-5.073247,40,39.431961
-5.750253,40,39.596472
-6.069954,40,39.626046
-8.753815,40,39.656409
-5.686791,40,39.685533
-11.764995,40,39.855011
-4.600217,40,39.891048
-6.031972,40,39.925398
-7.054579,40,39.958309
-6.710757,40,40.122458
-9.273144,40,40.156541
-4.999483,40,40.190086
-8.190869,40,40.224319
-13.452449,40,40.3862
-7.83466,40,40.416661
-3.409591,40,40.447071
-6.034908,40,40.477295
-10.218058,40,40.638555
-5.423679,40,40.669862
-7.260739,40,40.700629
-4.314849,40,40.7294
-8.606651,40,40.891703
-6.487739,40,40.9226
-11.174355,40,40.951813
-9.548721,40,40.985352
-6.185253,40,41.155788
-6.447155,40,41.190193
-6.164074,40,41.223373
-4.971702,40,41.255494
-4.666122,40,41.418917
-18.615263,40,41.449746
-10.842618,40,41.479639
-5.825456,40,41.509489
-5.161775,40,41.670623
-11.315116,40,41.700575
-6.867334,40,41.730362
-5.593381,40,41.759741
-6.256171,40,41.923876
-5.273946,40,41.954167
-4.953438,40,41.983707
-8.89796,40,42.012971
-5.576743,40,42.176883
-3.989182,40,42.208288
-9.024868,40,42.238343
-6.563531,40,42.267392
-6.475765,40,42.443568
-4.900659,40,42.474833
-6.64825,40,42.504432
-5.115993,40,42.535133
-3.816125,40,42.698468
-8.45102,40,42.728641
-4.652917,40,42.758641
-14.175331,40,42.788104
-5.434413,40,42.95458
-9.873927,40,42.985539
-4.265254,40,43.0158
-9.446466,40,43.044399
-7.713248,40,43.204673
-6.43685,40,43.23546
-5.136169,40,43.265204
-4.145249,40,43.29455
-4.224817,40,43.464691
-9.004229,40,43.495731
-3.765062,40,43.526178
-4.264814,40,43.555452
-9.854547,40,43.719305
-7.875033,40,43.749965
-8.301666,40,43.78037
-3.871353,40,43.809957
-4.19814,40,43.970579
-5.106276,40,44.000957
-4.833468,40,44.030008
-4.87754,40,44.05914
-7.131669,40,44.221715
-7.641683,40,44.252677
-8.467468,40,44.282348
-7.112471,40,44.311946
-3.945883,40,44.474806
-3.918696,40,44.505769
-5.122392,40,44.534852
-5.92125,40,44.563913
-4.443909,40,44.724018
-8.664638,40,44.754436
-7.019001,40,44.784855
-6.004311,40,44.814795
-5.727137,40,44.978495
-6.685352,40,45.009096
-7.806773,40,45.0387
-7.442573,40,45.06817
-6.434669,40,45.230392
-7.509204,40,45.261466
-3.467347,40,45.29102
-4.379829,40,45.320369
-4.868766,40,45.482316
-5.862004,40,45.512182
-7.867222,40,45.540999
-4.476739,40,45.570457
-7.081698,40,45.734596
-7.319784,40,45.763718
-7.013815,40,45.793161
-8.53427,40,45.822662
-5.719048,40,45.986509
-3.889864,40,46.017155
-3.876235,40,46.04681
-6.634721,40,46.076191
-4.858015,40,46.243814
-4.388624,40,46.27368
-5.382079,40,46.302939
-4.867097,40,46.331829
-5.141704,40,46.494108
-6.24853,40,46.523993
-10.671519,40,46.55338
-8.397044,40,46.582711
-3.481174,40,46.744119
-7.992598,40,46.774465
-6.737645,40,46.805153
-3.970194,40,46.834475
-3.400657,40,46.997592
-3.618557,40,47.027389
-5.119843,40,47.055953
-6.34554,40,47.085263
-4.755539,40,47.250466
-5.715664,40,47.280704
-8.030946,40,47.311619
-5.160662,40,47.341729
-6.533742,40,47.509952
-5.221044,40,47.539876
-5.240358,40,47.569762
-8.100875,40,47.599423
-7.131312,40,47.764116
-4.025674,40,47.794294
-4.110587,40,47.823492
-4.508025,40,47.853602
-7.488716,40,48.019516
-4.240975,40,48.049863
-6.187421,40,48.0802
-4.330979,40,48.110447
-4.590941,40,48.27323
-5.806325,40,48.304594
-3.172077,40,48.334652
-4.025866,40,48.364265
-4.544847,40,48.53308
-2.931439,40,48.566501
-4.178384,40,48.597179
-2.848543,40,48.62659
-5.783176,40,48.794804
-9.294597,40,48.827976
-6.450265,40,48.858833
-5.270909,40,48.888188
-3.812028,40,49.049158
-4.717882,40,49.079201
-3.742283,40,49.108628
-7.59564,40,49.138083
-4.033005,40,49.301376
-4.182266,40,49.33125
-5.503532,40,49.361235
-6.051101,40,49.391449
-4.062528,40,49.55402
-3.7303,40,49.584691
-5.109725,40,49.614373
-3.068207,40,49.644445
-6.863937,40,49.807477
-8.537232,40,49.838599
-4.650173,40,49.867906
-3.662207,40,49.896939
-4.31931,40,50.058911
-3.958637,40,50.089479
-4.315498,40,50.118762
-4.254729,40,50.148097
-4.267381,40,50.311362
-3.563041,40,50.343446
-3.475871,40,50.373577
-3.63623,40,50.403106
-4.289691,40,50.572413
-5.069706,40,50.603388
-3.215103,40,50.633185
-4.960746,40,50.662749
-3.454551,40,50.823683
-3.873329,40,50.854339
-2.923252,40,50.886791
-3.544117,40,50.917391
-3.206825,40,51.08573
-3.881711,40,51.121133
-4.129993,40,51.155502
-6.31352,40,51.189582
-3.551881,40,51.352945
-5.482272,40,51.383427
-6.259256,40,51.413855
-4.892349,40,51.443172
-3.320204,40,51.608593
-3.679809,40,51.638943
-7.831286,40,51.668846
-5.380696,40,51.697515
-3.26977,40,51.867015
-3.551218,40,51.898242
-3.613407,40,51.928166
-2.820019,40,51.957553
-5.066216,40,52.119546
-6.0955,40,52.150459
-2.909423,40,52.181245
-5.902056,40,52.213562
-3.269997,40,52.372591
-4.035926,40,52.402728
-4.970481,40,52.433471
-3.488898,40,52.462629
-6.289474,40,52.625271
-4.234634,40,52.655857
-2.487248,40,52.685258
-2.992112,40,52.714251
-5.261671,40,52.877663
-4.660498,40,52.908329
-4.22081,40,52.937224
-6.163233,40,52.96629
-3.606675,40,53.130028
-3.615026,40,53.161111
-6.35412,40,53.190614
-2.566448,40,53.219551
-3.732448,40,53.381434
-4.34798,40,53.411352
-3.449582,40,53.440382
-3.563153,40,53.468646
-4.369846,40,53.651938
-3.074264,40,53.682024
-6.672942,40,53.711436
-3.866967,40,53.740894
-2.992188,40,53.907712
-4.541481,40,53.938363
-4.65806,40,53.968489
-3.235082,40,53.99783
-3.470403,40,54.159114
-6.381453,40,54.188705
-3.00281,40,54.218568
-4.780158,40,54.247719
-5.53937,40,54.412851
-5.246107,40,54.443198
-3.5751,40,54.473728
-3.680964,40,54.502934
-3.91575,40,54.671314
-3.81758,40,54.702134
-5.116893,40,54.732031
-5.812631,40,54.761052
-6.301401,40,54.927631
-2.479823,40,54.9581
-2.437354,40,54.988789
-4.358478,40,55.019245
-2.99236,40,55.180853
-3.151295,40,55.211028
-2.272794,40,55.24074
-2.593331,40,55.270134
-5.593673,40,55.434442
-2.192929,40,55.464839
-4.431211,40,55.495209
-3.668833,40,55.523913
-3.029925,40,55.689311
-1.982606,40,55.719985
-2.933372,40,55.751011
-3.644873,40,55.780391
-2.305861,40,55.948474
-2.782013,40,55.97883
-2.837204,40,56.007736
-2.829912,40,56.037228
-4.851941,40,56.203949
-3.16641,40,56.234334
-1.969964,40,56.26304
-2.611801,40,56.29262
-4.795264,40,56.454822
-2.776076,40,56.485028
-3.509912,40,56.51583
-3.425372,40,56.546247
-3.41843,40,56.714908
-3.199622,40,56.746008
-3.725265,40,56.77676
-3.255199,40,56.808346
-3.058248,40,56.972132
-2.502523,40,57.003628
-3.022912,40,57.033523
-4.196537,40,57.065816
-4.211578,40,57.232385
-3.510332,40,57.263795
-5.16301,40,57.294314
-2.69756,40,57.323716
-4.186848,40,57.488225
-2.878279,40,57.519282
-1.532569,40,57.550366
-3.449163,40,57.582154
-2.428764,40,57.748657
-3.446956,40,57.78091
-2.351328,40,57.811643
-2.983997,40,57.842796
-4.444609,40,58.016077
-3.647746,40,58.047214
-3.115342,40,58.077753
-2.635591,40,58.113057
-2.495067,40,58.27477
-4.929399,40,58.304803
-4.472026,40,58.335566
-2.040581,40,58.365427
-3.08582,40,58.529708
-2.787225,40,58.560465
-3.348146,40,58.589608
-2.703416,40,58.619068
-1.977292,40,58.782482
-3.677086,40,58.812518
-2.661729,40,58.84257
-2.410124,40,58.872077
-2.992996,40,59.036876
-2.61957,40,59.067843
-2.595258,40,59.098261
-3.062722,40,59.127281
-5.632869,40,59.289597
-2.830586,40,59.320177
-2.87371,40,59.350765
-3.31023,40,59.37926
-3.578524,40,59.541903
-2.893017,40,59.572904
-2.787256,40,59.602524
-2.149517,40,59.631389
-2.289946,40,59.794045
-3.439621,40,59.824096
-3.635035,40,59.853098
-2.625366,40,59.882249
-2.725427,40,60.044843
-3.769401,40,60.075285
-2.928642,40,60.104011
-3.907304,40,60.132847
-2.771279,40,60.296617
-2.958922,40,60.326641
-4.332447,40,60.356097
-2.597179,40,60.385118
-3.265684,40,60.547235
-2.23003,40,60.577444
-3.052106,40,60.608302
-2.763485,40,60.637761
-3.019843,40,60.799068
-3.285113,40,60.829437
-2.002745,40,60.858896
-2.58406,40,60.888328
-2.47652,40,61.051225
-2.231365,40,61.082756
-2.001672,40,61.112112
-2.623331,40,61.142419
-2.552588,40,61.305479
-2.399847,40,61.336671
-1.745134,40,61.366872
-2.358895,40,61.396497
-5.122572,40,61.574805
-6.125165,40,61.606773
-3.603847,40,61.638941
-2.391444,40,61.671731
-3.867453,40,61.843399
-2.41173,40,61.874385
-3.462305,40,61.904497
-1.760144,40,61.934527
-2.288567,40,62.096648
-4.106655,40,62.126612
-2.23853,40,62.157466
-2.619228,40,62.187929
-2.36498,40,62.357368
-2.842561,40,62.387583
-2.310216,40,62.416459
-1.398164,40,62.446177
-2.635355,40,62.61236
-1.67023,40,62.642533
-1.600483,40,62.67289
-1.593051,40,62.703823
-2.423822,40,62.868989
-1.819375,40,62.900213
-2.55204,40,62.929409
-2.069283,40,62.958812
-3.537145,40,63.122835
-3.712554,40,63.153107
-2.159408,40,63.183029
-4.960894,40,63.212029
-2.660295,40,63.3757
-2.848268,40,63.405907
-3.0013,40,63.435309
-2.017913,40,63.464416
-4.059522,40,63.626525
-2.311204,40,63.65625
-10.68106,40,63.686782
-2.311095,40,63.717268
-1.602369,40,63.883375
-1.143831,40,63.913642
-2.729791,40,63.942485
-2.568591,40,63.972343
-3.73564,40,64.135349
-3.85186,40,64.166414
-3.352617,40,64.199339
-2.44086,40,64.229257
-3.548628,40,64.399594
-3.195856,40,64.429928
-5.882077,40,64.459088
-2.295452,40,64.487884
-2.742927,40,64.652835
-2.13761,40,64.682332
-1.743877,40,64.713485
-1.478986,40,64.748442
-4.241175,40,64.9158
-3.188011,40,64.946393
-2.370281,40,64.97568
-1.545991,40,65.005633
-2.671041,40,65.172771
-1.90217,40,65.203156
-3.584625,40,65.233817
-2.286885,40,65.263446
-2.082185,40,65.43142
-2.555175,40,65.461029
-1.326327,40,65.4911
-1.010659,40,65.520879
-1.501091,40,65.683052
-1.613089,40,65.712794
-1.363951,40,65.742199
-0.995123,40,65.771477
-1.665281,40,65.938082
-1.96791,40,65.96919
-1.260497,40,65.99995
-2.204759,40,66.02953
-1.57509,40,66.191128
-4.549822,40,66.222331
-3.367476,40,66.254232
-0.868807,40,66.28376
-2.175463,40,66.444865
-2.731427,40,66.474449
-2.099938,40,66.503217
-1.412242,40,66.532436
-1.174131,40,66.694898
-1.696995,40,66.726467
-1.648691,40,66.757483
-0.565486,40,66.787096
-1.485969,40,66.950503
-1.334523,40,66.981788
-2.0691,40,67.012722
-1.321197,40,67.041898
-2.577155,40,67.204826
-3.129518,40,67.236357
-2.258983,40,67.266045
-2.319695,40,67.295683
-2.452478,40,67.457357
-1.183486,40,67.487832
-0.823619,40,67.517775
-1.173181,40,67.546856
-2.569677,40,67.709127
-5.956931,40,67.739156
-1.123205,40,67.76937
-3.075134,40,67.798835
-1.186696,40,67.963733
-1.67206,40,67.996955
-2.3218,40,68.03099
-1.26904,40,68.066149
-2.15361,40,68.236454
-1.182326,40,68.271162
-1.876907,40,68.304885
-1.574844,40,68.338103
-1.626179,40,68.500202
-0.7411,40,68.531452
-1.375825,40,68.5605
-0.767913,40,68.589714
-1.217299,40,68.751637
-1.159087,40,68.782736
-1.586773,40,68.812519
-1.252135,40,68.841966
